SmallerContest,ReportedResults,PDFPredict,ActualPredict,Difference,Total Difference,Total Results,,,,,,hasDup,numbUnique,percentHardMode,Date,SmallerContest,Word,ContestNumber,,NumberInHardMode,1Try,2Tries,3Tries,4Tries,5Tries,6Tries,7Tries,containsA,containsb,containsc,containsd,containse,containsf,containsg,containsh,containsi,containsj,containsk,containsl,containsm,containsn,containso,containsp,containsq,containsr,containss,containst,containsu,containsv,containsw,containsx,containsy,containsz,ProbabilityLetter1,ProbabilityLetter2,ProbabilityLetter3,ProbabilityLetter4,ProbabilityLetter5,Letter1Vowel,Letter2Vowel,Letter3Vowel,Letter4Vowel,Letter5Vowel
202,38384,0.001345667,52702.74175,14318.74175,,,,,,,,1,3,0.085583,7/27/2022,,motto,403,,3285,0,1,11,36,36,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.030641,0.074095,0.072423,0.072423,0.074095,FALSE,TRUE,FALSE,FALSE,TRUE
201,39171,0.00135786,53180.27951,14009.27951,,,,,,,,1,4,0.089531,7/26/2022,,cinch,402,,3507,0,2,15,24,22,25,13,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.039554,0.056267,0.049025,0.039554,0.038997,FALSE,TRUE,FALSE,FALSE,FALSE
200,39228,0.001370169,53662.35104,14434.35104,,,,,,,,1,4,0.085118,7/25/2022,,elope,401,,3339,0,4,22,32,26,13,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.102507,0.062396,0.074095,0.035655,0.102507,TRUE,FALSE,TRUE,FALSE,TRUE
199,39813,0.001382595,54149.00262,14336.00262,,,,,,,,0,5,0.085424,7/24/2022,,power,400,,3401,2,6,19,29,24,15,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.035655,0.074095,0.016713,0.102507,0.074652,FALSE,TRUE,FALSE,TRUE,FALSE
198,36769,0.001395139,54640.28108,17871.28108,,,,,,,,0,5,0.084609,7/23/2022,,midge,399,,3111,0,2,18,39,28,10,2,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030641,0.056267,0.030084,0.028412,0.102507,FALSE,TRUE,FALSE,FALSE,TRUE
197,43099,0.001407802,55136.23378,12037.23378,,,,,,,,1,4,0.085037,7/22/2022,,tryst,398,,3665,0,3,26,41,23,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0.072423,0.074652,0.033983,0.049025,0.072423,FALSE,FALSE,TRUE,FALSE,FALSE
196,39086,0.001420586,55636.90862,16550.90862,,,,,,,,0,5,0.086143,7/21/2022,,aphid,397,,3367,0,6,24,36,23,9,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.088579,0.035655,0.038997,0.056267,0.030084,TRUE,FALSE,FALSE,TRUE,FALSE
195,42237,0.001433491,56142.35408,13905.35408,,,,,,,,1,4,0.087246,7/20/2022,,trite,396,,3685,0,4,14,22,22,23,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.072423,0.074652,0.056267,0.072423,0.102507,FALSE,FALSE,TRUE,FALSE,TRUE
194,39667,0.00144652,56652.61917,16985.61917,,,,,,,,0,5,0.084655,7/19/2022,,angry,395,,3358,0,5,27,38,21,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.088579,0.049025,0.028412,0.074652,0.033983,TRUE,FALSE,FALSE,FALSE,TRUE
193,42574,0.001459673,57167.75349,14593.75349,,,,,,,,0,5,0.083337,7/18/2022,,flock,394,,3548,0,4,22,37,27,9,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.018384,0.062396,0.074095,0.039554,0.019499,FALSE,FALSE,TRUE,FALSE,FALSE
192,39611,0.001472952,57687.80721,18076.80721,,,,,,,,0,5,0.084446,7/17/2022,,wacky,393,,3345,0,3,18,39,27,10,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.016713,0.088579,0.039554,0.019499,0.033983,FALSE,TRUE,FALSE,FALSE,TRUE
191,38769,0.001486357,58212.83109,19443.83109,,,,,,,,1,4,0.084604,7/16/2022,,roomy,392,,3280,0,2,17,41,28,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0.074652,0.074095,0.074095,0.030641,0.033983,FALSE,TRUE,TRUE,FALSE,TRUE
190,39234,0.001499891,58742.87649,19508.87649,,,,,,,,1,4,0.085462,7/15/2022,,wedge,391,,3353,0,2,11,32,37,17,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.016713,0.102507,0.030084,0.028412,0.102507,FALSE,TRUE,FALSE,FALSE,TRUE
189,40549,0.001513554,59277.99534,18728.99534,,,,,,,,0,5,0.083553,7/14/2022,,liver,390,,3388,0,4,16,26,25,20,8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.062396,0.056267,0.013928,0.102507,0.074652,FALSE,TRUE,FALSE,TRUE,FALSE
188,46246,0.001527348,59818.24023,13572.24023,,,,,,,,0,5,0.080591,7/13/2022,,bland,389,,3727,0,7,31,38,18,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01727,0.062396,0.088579,0.049025,0.030084,FALSE,FALSE,TRUE,FALSE,FALSE
187,46910,0.001541275,60363.66433,13453.66433,,,,,,,,0,5,0.082498,7/12/2022,,night,388,,3870,1,8,27,27,17,13,7,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.049025,0.056267,0.028412,0.038997,0.072423,FALSE,TRUE,FALSE,FALSE,FALSE
186,40545,0.001555335,60914.32147,20369.32147,,,,,,,,1,3,0.084597,7/11/2022,,madam,387,,3430,0,3,13,35,34,14,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030641,0.088579,0.030084,0.088579,0.030641,FALSE,TRUE,FALSE,TRUE,FALSE
185,41785,0.00156953,61470.26608,19685.26608,,,,,,,,0,5,0.083619,7/10/2022,,berth,386,,3494,0,7,24,35,24,9,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.01727,0.102507,0.074652,0.072423,0.038997,FALSE,TRUE,FALSE,FALSE,FALSE
184,47094,0.001583861,62031.55328,14937.55328,,,,,,,,0,5,0.083514,7/9/2022,,stead,385,,3933,1,6,20,27,28,16,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.049025,0.072423,0.102507,0.088579,0.030084,FALSE,FALSE,TRUE,TRUE,FALSE
183,42806,0.00159833,62598.23882,19792.23882,,,,,,,,0,5,0.08139,7/8/2022,,voice,384,,3484,1,5,24,35,25,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.013928,0.074095,0.056267,0.039554,0.102507,FALSE,TRUE,TRUE,FALSE,TRUE
182,43407,0.001612939,63170.37913,19763.37913,,,,,,,,1,4,0.084572,7/7/2022,,agape,383,,3671,0,2,18,36,27,15,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.088579,0.028412,0.088579,0.035655,0.102507,TRUE,FALSE,TRUE,FALSE,TRUE
181,47344,0.001627688,63748.0313,16404.0313,,,,,,,,1,3,0.085523,7/6/2022,,fluff,382,,4049,0,0,4,25,44,23,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.018384,0.062396,0.035655,0.018384,0.018384,FALSE,FALSE,TRUE,FALSE,FALSE
180,44578,0.00164258,64331.25312,19753.25312,,,,,,,,0,5,0.080847,7/5/2022,,field,381,,3604,1,6,25,36,23,9,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018384,0.056267,0.102507,0.062396,0.030084,FALSE,TRUE,TRUE,FALSE,FALSE
179,42645,0.001657615,64920.10307,22275.10307,,,,,,,,1,4,0.084207,7/4/2022,,sever,380,,3591,0,2,13,27,29,21,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.049025,0.102507,0.013928,0.102507,0.074652,FALSE,TRUE,FALSE,TRUE,FALSE
178,40486,0.001672795,65514.64035,25028.64035,,,,,,,,1,4,0.085486,7/3/2022,,lilac,379,,3461,0,2,17,38,29,12,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062396,0.056267,0.062396,0.088579,0.039554,FALSE,TRUE,FALSE,TRUE,FALSE
177,41765,0.001688122,66114.92486,24349.92486,,,,,,,,1,4,0.084161,7/2/2022,,egret,378,,3515,0,3,14,33,33,15,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.102507,0.028412,0.074652,0.102507,0.072423,TRUE,FALSE,FALSE,TRUE,FALSE
176,47248,0.001703598,66721.01725,19473.01725,,,,,,,,0,5,0.080257,7/1/2022,,pinto,377,,3792,0,5,25,41,22,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0.035655,0.056267,0.049025,0.072423,0.074095,FALSE,TRUE,FALSE,FALSE,TRUE
175,44212,0.001719223,67332.97888,23120.97888,,,,,,,,1,4,0.085,6/30/2022,,hutch,376,,3758,0,1,12,28,28,21,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.038997,0.035655,0.072423,0.039554,0.038997,FALSE,TRUE,FALSE,FALSE,FALSE
174,45645,0.001735,67950.87188,22305.87188,,,,,,,,0,5,0.086691,6/29/2022,,gawky,375,,3957,0,1,5,22,33,28,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.028412,0.088579,0.016713,0.019499,0.033983,FALSE,TRUE,FALSE,FALSE,TRUE
173,47312,0.00175093,68574.75916,21262.75916,,,,,,,,1,4,0.081248,6/28/2022,,droll,374,,3844,0,2,16,31,31,17,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.030084,0.074652,0.074095,0.062396,0.062396,FALSE,FALSE,TRUE,FALSE,FALSE
172,47986,0.001767014,69204.70436,21218.70436,,,,,,,,1,4,0.08019,6/27/2022,,retro,373,,3848,0,6,24,35,24,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.074652,0.102507,0.072423,0.074652,0.074095,FALSE,TRUE,FALSE,FALSE,TRUE
171,50450,0.001783255,69840.77195,19390.77195,,,,,,,,0,5,0.078375,6/26/2022,,rusty,372,,3954,0,9,37,34,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0.074652,0.035655,0.049025,0.072423,0.033983,FALSE,TRUE,FALSE,FALSE,TRUE
170,46089,0.001799654,70483.02718,24394.02718,,,,,,,,0,5,0.079629,6/25/2022,,beady,371,,3670,0,3,19,39,29,10,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01727,0.102507,0.088579,0.030084,0.033983,FALSE,TRUE,TRUE,FALSE,TRUE
169,50617,0.001816212,71131.5361,20514.5361,,,,,,,,0,5,0.078847,6/24/2022,,smite,370,,3991,0,6,23,35,24,11,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.049025,0.030641,0.056267,0.072423,0.102507,FALSE,FALSE,TRUE,FALSE,TRUE
168,53111,0.001832932,71786.36561,18675.36561,,,,,,,,0,5,0.077536,6/23/2022,,brink,369,,4118,0,4,22,41,24,7,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.01727,0.074652,0.056267,0.049025,0.019499,FALSE,FALSE,TRUE,FALSE,FALSE
167,47645,0.001849815,72447.58342,24802.58342,,,,,,,,0,5,0.081037,6/22/2022,,awful,368,,3861,0,5,21,33,27,12,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.088579,0.016713,0.018384,0.035655,0.062396,TRUE,FALSE,FALSE,TRUE,FALSE
166,53342,0.001866863,73115.25812,19773.25812,,,,,,,,0,5,0.078625,6/21/2022,,gloat,367,,4194,0,8,21,31,26,12,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.028412,0.062396,0.074095,0.088579,0.072423,FALSE,FALSE,TRUE,TRUE,FALSE
165,50484,0.001884077,73789.45914,23305.45914,,,,,,,,0,5,0.078243,6/20/2022,,input,366,,3950,0,5,30,38,21,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0.056267,0.049025,0.035655,0.035655,0.072423,TRUE,FALSE,FALSE,TRUE,FALSE
164,55359,0.00190146,74470.2568,19111.2568,,,,,,,,0,5,0.079463,6/19/2022,,loser,365,,4399,1,10,28,32,19,8,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.062396,0.074095,0.049025,0.102507,0.074652,FALSE,TRUE,FALSE,TRUE,FALSE
163,47205,0.001919014,75157.72231,27952.72231,,,,,,,,1,3,0.086876,6/18/2022,,cacao,364,,4101,0,1,9,27,36,23,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.039554,0.088579,0.039554,0.088579,0.074095,FALSE,TRUE,FALSE,TRUE,TRUE
162,54665,0.001936739,75851.92778,21186.92778,,,,,,,,0,5,0.077765,6/17/2022,,blown,363,,4251,0,6,23,35,26,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.01727,0.062396,0.074095,0.016713,0.049025,FALSE,FALSE,TRUE,FALSE,FALSE
161,53430,0.001954638,76552.94627,23122.94627,,,,,,,,0,5,0.076961,6/16/2022,,apron,362,,4112,0,7,30,38,19,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.088579,0.035655,0.074652,0.074095,0.049025,TRUE,FALSE,FALSE,TRUE,FALSE
160,55989,0.001972713,77260.85173,21271.85173,,,,,,,,0,5,0.078426,6/15/2022,,primo,361,,4391,0,3,22,38,25,10,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.035655,0.074652,0.056267,0.030641,0.074095,FALSE,FALSE,TRUE,FALSE,TRUE
159,59968,0.001990966,77975.71912,18007.71912,,,,,,,,0,5,0.079409,6/14/2022,,atone,360,,4762,2,16,34,29,14,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.088579,0.072423,0.074095,0.049025,0.102507,TRUE,FALSE,TRUE,FALSE,TRUE
158,53802,0.002009398,78697.62431,24895.62431,,,,,,,,1,4,0.076986,6/13/2022,,donor,359,,4142,0,3,27,38,23,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.030084,0.074095,0.049025,0.074095,0.074652,FALSE,TRUE,FALSE,TRUE,FALSE
157,56684,0.002028013,79426.6442,22742.6442,,,,,,,,0,5,0.076265,6/12/2022,,float,358,,4323,1,12,30,32,18,6,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.018384,0.062396,0.074095,0.088579,0.072423,FALSE,FALSE,TRUE,TRUE,FALSE
156,51958,0.00204681,80162.85668,28204.85668,,,,,,,,1,4,0.07866,6/11/2022,,goose,357,,4087,0,2,12,28,32,21,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.028412,0.074095,0.074095,0.049025,0.102507,FALSE,TRUE,TRUE,FALSE,TRUE
155,55376,0.002065794,80906.34065,25530.34065,,,,,,,,0,5,0.078084,6/10/2022,,piety,356,,4324,0,4,25,41,22,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.035655,0.056267,0.102507,0.072423,0.033983,FALSE,TRUE,TRUE,FALSE,TRUE
154,60020,0.002084965,81657.17606,21637.17606,,,,,,,,0,5,0.077724,6/9/2022,,girth,355,,4665,0,6,23,33,23,12,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.028412,0.056267,0.074652,0.072423,0.038997,FALSE,TRUE,FALSE,FALSE,FALSE
153,61026,0.002104326,82415.44389,21389.44389,,,,,,,,1,4,0.075492,6/8/2022,,trait,354,,4607,0,6,22,35,24,11,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.072423,0.074652,0.088579,0.056267,0.072423,FALSE,FALSE,TRUE,TRUE,FALSE
152,58991,0.002123879,83181.22623,24190.22623,,,,,,,,1,4,0.075266,6/7/2022,,flood,353,,4440,0,3,20,40,28,8,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.018384,0.062396,0.074095,0.074095,0.030084,FALSE,FALSE,TRUE,TRUE,FALSE
151,58478,0.002143626,83954.60624,25476.60624,,,,,,,,1,4,0.077773,6/6/2022,,gloom,352,,4548,0,2,14,35,35,13,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.028412,0.062396,0.074095,0.074095,0.030641,FALSE,FALSE,TRUE,TRUE,FALSE
150,56738,0.002163569,84735.66818,27997.66818,,,,,,,,0,5,0.076298,6/5/2022,,depth,351,,4329,0,6,28,39,20,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.030084,0.102507,0.035655,0.072423,0.038997,FALSE,TRUE,FALSE,FALSE,FALSE
149,58263,0.00218371,85524.49748,27261.49748,,,,,,,,0,5,0.076069,6/4/2022,,froth,350,,4432,0,5,22,35,25,11,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.018384,0.074652,0.074095,0.072423,0.038997,FALSE,FALSE,TRUE,FALSE,FALSE
148,65431,0.002204052,86321.18067,20890.18067,,,,,,,,0,5,0.075759,6/3/2022,,peach,349,,4957,1,13,38,32,13,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.035655,0.102507,0.088579,0.039554,0.038997,FALSE,TRUE,TRUE,FALSE,FALSE
147,61278,0.002224596,87125.8055,25847.8055,,,,,,,,0,5,0.077842,6/2/2022,,showy,348,,4770,0,2,16,37,30,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.049025,0.038997,0.074095,0.016713,0.033983,FALSE,FALSE,TRUE,FALSE,TRUE
146,63241,0.002245346,87938.46088,24697.46088,,,,,,,,0,5,0.075853,6/1/2022,,creak,347,,4797,0,5,21,32,25,14,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.039554,0.074652,0.102507,0.088579,0.019499,FALSE,FALSE,TRUE,TRUE,FALSE
145,62768,0.002266303,88759.23695,25991.23695,,,,,,,,0,5,0.076504,5/31/2022,,manor,346,,4802,0,6,27,34,21,10,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.030641,0.088579,0.049025,0.074095,0.074652,FALSE,TRUE,FALSE,TRUE,FALSE
144,60969,0.00228747,89588.22509,28619.22509,,,,,,,,1,4,0.077761,5/30/2022,,atoll,345,,4741,0,6,28,36,21,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.088579,0.072423,0.074095,0.062396,0.062396,TRUE,FALSE,TRUE,FALSE,FALSE
143,56839,0.002308848,90425.51793,33586.51793,,,,,,,,0,5,0.078027,5/29/2022,,bayou,344,,4435,0,6,17,33,29,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.01727,0.088579,0.033983,0.074095,0.035655,FALSE,TRUE,TRUE,TRUE,TRUE
142,60069,0.002330442,91271.20939,31202.20939,,,,,,,,0,5,0.075946,5/28/2022,,crept,343,,4562,0,4,27,38,22,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.039554,0.074652,0.102507,0.035655,0.072423,FALSE,FALSE,TRUE,FALSE,FALSE
141,63846,0.002352252,92125.39471,28279.39471,,,,,,,,1,4,0.075839,5/27/2022,,tiara,342,,4842,0,8,36,33,17,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.072423,0.056267,0.088579,0.074652,0.088579,FALSE,TRUE,TRUE,FALSE,TRUE
140,63188,0.002374281,92988.17044,29800.17044,,,,,,,,1,4,0.074903,5/26/2022,,asset,341,,4733,0,7,28,34,21,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.088579,0.049025,0.049025,0.102507,0.072423,TRUE,FALSE,FALSE,TRUE,FALSE
139,62723,0.002396532,93859.63451,31136.63451,,,,,,,,0,5,0.077085,5/25/2022,,vouch,340,,4835,0,2,9,25,33,24,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.013928,0.074095,0.035655,0.039554,0.038997,FALSE,TRUE,TRUE,FALSE,FALSE
138,63380,0.002419008,94739.88622,31359.88622,,,,,,,,0,5,0.075876,5/24/2022,,album,339,,4809,0,5,26,35,24,9,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.088579,0.062396,0.01727,0.035655,0.030641,TRUE,FALSE,FALSE,TRUE,FALSE
137,66431,0.00244171,95629.02629,29198.02629,,,,,,,,0,5,0.073851,5/23/2022,,hinge,338,,4906,0,5,25,37,22,9,2,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.038997,0.056267,0.049025,0.028412,0.102507,FALSE,TRUE,FALSE,FALSE,TRUE
136,67909,0.002464643,96527.15689,28618.15689,,,,,,,,0,5,0.072568,5/22/2022,,money,337,,4928,1,7,26,36,21,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.030641,0.074095,0.049025,0.102507,0.033983,FALSE,TRUE,FALSE,TRUE,TRUE
135,66814,0.002487807,97434.38163,30620.38163,,,,,,,,0,5,0.074431,5/21/2022,,scrap,336,,4973,1,9,28,34,20,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.049025,0.039554,0.074652,0.088579,0.035655,FALSE,FALSE,FALSE,TRUE,FALSE
134,69884,0.002511206,98350.80566,28466.80566,,,,,,,,0,5,0.074953,5/20/2022,,gamer,335,,5238,1,4,17,28,26,18,6,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.028412,0.088579,0.030641,0.102507,0.074652,FALSE,TRUE,FALSE,TRUE,FALSE
133,70920,0.002534843,99276.53561,28356.53561,,,,,,,,1,4,0.072786,5/19/2022,,glass,334,,5162,0,4,19,33,27,14,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.028412,0.062396,0.088579,0.049025,0.049025,FALSE,FALSE,TRUE,FALSE,FALSE
132,73933,0.00255872,100211.6797,26278.67971,,,,,,,,0,5,0.074987,5/18/2022,,scour,333,,5544,0,8,34,35,17,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0.049025,0.039554,0.074095,0.035655,0.074652,FALSE,FALSE,TRUE,TRUE,FALSE
131,70722,0.00258284,101156.3478,30434.34776,,,,,,,,0,5,0.072707,5/17/2022,,being,332,,5142,0,4,22,37,26,10,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01727,0.102507,0.056267,0.049025,0.028412,FALSE,TRUE,TRUE,FALSE,FALSE
130,68349,0.002607207,102110.6512,33761.65119,,,,,,,,1,4,0.075773,5/16/2022,,delve,331,,5179,0,2,14,32,33,16,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.030084,0.102507,0.062396,0.013928,0.102507,FALSE,TRUE,FALSE,FALSE,TRUE
129,67115,0.002631822,103074.7031,35959.70308,,,,,,,,0,5,0.073948,5/15/2022,,yield,330,,4963,0,4,16,29,29,18,4,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.033983,0.056267,0.102507,0.062396,0.030084,TRUE,TRUE,TRUE,FALSE,FALSE
128,73225,0.002656689,104048.6182,30823.61822,,,,,,,,0,5,0.072243,5/14/2022,,metal,329,,5290,1,10,31,34,18,7,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.030641,0.102507,0.072423,0.088579,0.062396,FALSE,TRUE,FALSE,TRUE,FALSE
127,77585,0.002681811,105032.5131,27447.51312,,,,,,,,0,5,0.071174,5/13/2022,,tipsy,328,,5522,0,6,33,38,17,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.072423,0.056267,0.035655,0.049025,0.033983,FALSE,TRUE,FALSE,FALSE,TRUE
126,75673,0.002707191,106026.506,30353.50605,,,,,,,,0,5,0.071611,5/12/2022,,slung,327,,5419,0,2,16,37,31,13,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.049025,0.062396,0.035655,0.049025,0.028412,FALSE,FALSE,TRUE,FALSE,FALSE
125,79446,0.002732832,107030.7171,27584.71709,,,,,,,,0,5,0.071596,5/11/2022,,farce,326,,5688,0,9,26,32,21,9,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.018384,0.088579,0.074652,0.039554,0.102507,FALSE,TRUE,FALSE,FALSE,TRUE
124,74412,0.002758736,108045.2682,33633.26817,,,,,,,,0,5,0.073765,5/10/2022,,gecko,325,,5489,0,2,16,38,29,12,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.028412,0.102507,0.039554,0.019499,0.074095,FALSE,TRUE,FALSE,FALSE,TRUE
